"","index","value","variable","has_issue","issue_type"
"448",NA,"to lose family /// instances: 1","Questionnaire/hh_landmines_infl_how_other",TRUE,"'other' response. may need recoding."
"449",NA,"act of destruction /// instances: 2","Questionnaire/hh_missing_docum_type_other",TRUE,"'other' response. may need recoding."
"450",NA,"Act of destruction of property /// instances: 1","Questionnaire/hh_missing_docum_type_other",TRUE,"'other' response. may need recoding."
"451",NA,"Afghan war veteran doesn't know how to get pension /// instances: 1","Questionnaire/hh_missing_docum_type_other",TRUE,"'other' response. may need recoding."
"452",NA,"can`t renew documents /// instances: 1","Questionnaire/hh_missing_docum_type_other",TRUE,"'other' response. may need recoding."
"453",NA,"Documents on the loss of the breadwinner /// instances: 1","Questionnaire/hh_missing_docum_type_other",TRUE,"'other' response. may need recoding."
"454",NA,"father`s pension to care for mother /// instances: 1","Questionnaire/hh_missing_docum_type_other",TRUE,"'other' response. may need recoding."
"455",NA,"land share is not registered /// instances: 1","Questionnaire/hh_missing_docum_type_other",TRUE,"'other' response. may need recoding."
"456",NA,"Military ID /// instances: 3","Questionnaire/hh_missing_docum_type_other",TRUE,"'other' response. may need recoding."
"457",NA,"Renewal of property rights to land shares /// instances: 1","Questionnaire/hh_missing_docum_type_other",TRUE,"'other' response. may need recoding."
"458",NA,"Baby Stroller /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"459",NA,"Bed, stools, table /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"460",NA,"Briquettes /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"461",NA,"coal /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"462",NA,"Coal /// instances: 7","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"463",NA,"coal, clothes for children /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"464",NA,"Coal, firewood /// instances: 4","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"465",NA,"Coal, firewood, drugs. /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"466",NA,"coal, food /// instances: 3","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"467",NA,"Construction Materials /// instances: 2","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"468",NA,"Diaper /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"469",NA,"Dishes /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"470",NA,"Feed /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"471",NA,"Firewood /// instances: 4","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"472",NA,"Firewood or coal /// instances: 3","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"473",NA,"Firewood, coal /// instances: 2","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"474",NA,"Firewood, coal, grain /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"475",NA,"Firewood, drugs /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"476",NA,"Food, drugs, heater. /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"477",NA,"food, money /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"478",NA,"fridge /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"479",NA,"Fuel /// instances: 8","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"480",NA,"Heater, bread maker, voltage regulator, water pump /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"481",NA,"Household chemicals /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"482",NA,"Hygiene products /// instances: 3","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"483",NA,"Hygiene products, building materials /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"484",NA,"Materials for home repair /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"485",NA,"Mattress orthopedic or bed for a spouse , hygiene products for a spouse /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"486",NA,"Medicines /// instances: 10","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"487",NA,"Medicines, Food /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"488",NA,"Medicines, hygiene products /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"489",NA,"Medicines, money /// instances: 2","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"490",NA,"money /// instances: 6","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"491",NA,"Need special urological pads /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"492",NA,"oven /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"493",NA,"Personal hygiene products (cream, toothbrush, paste, soap) /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"494",NA,"Portable toilet /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"495",NA,"Products /// instances: 2","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"496",NA,"Refrigerator /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"497",NA,"Refrigerator, mobile phone for child /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"498",NA,"Refrigerator, washing machine, dishes, heater /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"499",NA,"Replacing a washing machine, gas oven /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"500",NA,"Test strips for measuring sugar levels /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"501",NA,"to replace the boiler for heating /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"502",NA,"Tracksuits for children /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"503",NA,"tv /// instances: 2","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"504",NA,"Urological pads /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"505",NA,"washing machine /// instances: 8","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"506",NA,"washing machine and portable toilet  /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"507",NA,"washing machine and  inventory for agriculture. /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"508",NA,"Washing machine, heater, electric oven /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"509",NA,"Washing Powder /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"510",NA,"Water collecting barrel, washing machine /// instances: 1","Questionnaire/hh_needed_iterms_other",TRUE,"'other' response. may need recoding."
"511",NA,"applied /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"512",NA,"coudn`t get /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"513",NA,"could only get IDP /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"514",NA,"didn`t apply for /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"515",NA,"Does not receive payment because of registration in NGCA /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"516",NA,"has propety /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"517",NA,"inherited house /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"518",NA,"just started /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"519",NA,"Men is IDPs but doesn`t receive help because doesn`t have work /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"520",NA,"mom got IDPs status /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"521",NA,"Refused /// instances: 4","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"522",NA,"registered only for child /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"523",NA,"rejected /// instances: 4","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"524",NA,"The property of one of the spouses is on the territory controlled by Ukraine. /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"525",NA,"Unaware of the existence of targeted assistance /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"526",NA,"unemployed don`t receive payments /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"527",NA,"Unemployment /// instances: 1","Questionnaire/hh_not_getting_idp_benefits_other",TRUE,"'other' response. may need recoding."
"528",NA,"Burned out /// instances: 1","Questionnaire/hh_ownership_doc_not_other",TRUE,"'other' response. may need recoding."
"529",NA,"owners didn`t provide documents /// instances: 1","Questionnaire/hh_ownership_doc_not_other",TRUE,"'other' response. may need recoding."
"530",NA,"When notarizing mistakes were made, need to redo the documents /// instances: 1","Questionnaire/hh_ownership_doc_not_other",TRUE,"'other' response. may need recoding."
"531",NA,"Criminals /// instances: 1","Questionnaire/hh_security_concerns_other",TRUE,"'other' response. may need recoding."
"532",NA,"crisis /// instances: 1","Questionnaire/hh_security_concerns_other",TRUE,"'other' response. may need recoding."
"533",NA,"crisis, war /// instances: 1","Questionnaire/hh_security_concerns_other",TRUE,"'other' response. may need recoding."
"534",NA,"Disconnection of communications after shelling or due to unsuitability. /// instances: 1","Questionnaire/hh_security_concerns_other",TRUE,"'other' response. may need recoding."
"535",NA,"does not know how to answer this question. /// instances: 1","Questionnaire/hh_security_concerns_other",TRUE,"'other' response. may need recoding."
"536",NA,"Saboteurs /// instances: 1","Questionnaire/hh_security_concerns_other",TRUE,"'other' response. may need recoding."
"537",NA,"Theft /// instances: 1","Questionnaire/hh_security_concerns_other",TRUE,"'other' response. may need recoding."
"538",NA,"wild animals /// instances: 1","Questionnaire/hh_security_concerns_other",TRUE,"'other' response. may need recoding."
"539",NA,"administration /// instances: 151","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"540",NA,"blind /// instances: 1","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"541",NA,"boss /// instances: 1","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"542",NA,"does on his own /// instances: 1","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"543",NA,"doesn`t go anywhere /// instances: 3","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"544",NA,"ICRC /// instances: 1","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"545",NA,"neighbours /// instances: 9","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"546",NA,"neighbours  /// instances: 3","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"547",NA,"nobody helpes /// instances: 2","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"548",NA,"Reported to neighbors /// instances: 1","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"549",NA,"resolve problems on his own /// instances: 1","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"550",NA,"Sappers /// instances: 1","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"551",NA,"social worker /// instances: 1","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"552",NA,"Volunteer /// instances: 2","Questionnaire/hh_type_landmines_services_other",TRUE,"'other' response. may need recoding."
"553",NA,"3 uah increase /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"554",NA,"didn`t affect /// instances: 3","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"555",NA,"education for children /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"556",NA,"Firewood /// instances: 6","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"557",NA,"firewood and coal.   /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"558",NA,"For firewood and coal.  pension Increased for 1500 UAH. /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"559",NA,"has nothing to spend for /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"560",NA,"Housing recovery /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"561",NA,"I was able to help niece /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"562",NA,"increased, nothing has changed /// instances: 3","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"563",NA,"Purchase of solid fuel, firewood /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"564",NA,"solid fuel /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"565",NA,"Solid fuel /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"566",NA,"Strong inflation, buying all the same. /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"567",NA,"The increase was insignificant, so there was no opportunity to buy something else /// instances: 7","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"568",NA,"Utility bills /// instances: 4","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"569",NA,"utility services Debt /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"570",NA,"very small increase of pension, nothing has changed /// instances: 1","Questionnaire/hohh_employment_status/hohh_additional_purchase_other",TRUE,"'other' response. may need recoding."
"571",NA,"Benefit as a participant in hostilities /// instances: 2","Questionnaire/hohh_employment_status/hohh_getting_benefits_other",TRUE,"'other' response. may need recoding."
"572",NA,"Benefits 50 percent for utilities as the widow of the liquidator of the Chernobyl accident /// instances: 1","Questionnaire/hohh_employment_status/hohh_getting_benefits_other",TRUE,"'other' response. may need recoding."
"573",NA,"Benefits for utilities included in the payment as a child of war. This is a percentage of benefits, not an amount. /// instances: 1","Questionnaire/hohh_employment_status/hohh_getting_benefits_other",TRUE,"'other' response. may need recoding."
"574",NA,"cashless /// instances: 1","Questionnaire/hohh_employment_status/hohh_getting_benefits_other",TRUE,"'other' response. may need recoding."
"575",NA,"Cashless payment /// instances: 1","Questionnaire/hohh_employment_status/hohh_getting_benefits_other",TRUE,"'other' response. may need recoding."
"576",NA,"Goes on foot to the ATM /// instances: 1","Questionnaire/hohh_employment_status/hohh_getting_benefits_other",TRUE,"'other' response. may need recoding."
"577",NA,"subsidy /// instances: 60","Questionnaire/hohh_employment_status/hohh_getting_benefits_other",TRUE,"'other' response. may need recoding."
"578",NA,"village councuil /// instances: 1","Questionnaire/hohh_employment_status/hohh_getting_benefits_other",TRUE,"'other' response. may need recoding."
"579",NA,"brings to the village council /// instances: 1","Questionnaire/hohh_employment_status/hohh_getting_pensions_other",TRUE,"'other' response. may need recoding."
"580",NA,"head of village brings from the post office /// instances: 1","Questionnaire/hohh_employment_status/hohh_getting_pensions_other",TRUE,"'other' response. may need recoding."
"581",NA,"in village council /// instances: 1","Questionnaire/hohh_employment_status/hohh_getting_pensions_other",TRUE,"'other' response. may need recoding."
"582",NA,"Because of the transfer of the block post, I had to issue a certificate of the IDPs, to go through more than one verification, the debt was 9 months, transferred to the Volnovakha Pension Fund /// instances: 1","Questionnaire/hohh_employment_status/hohh_not_getting_pensions_other",TRUE,"'other' response. may need recoding."
"583",NA,"can`t receive pension from the beginning of the conflict because of the problems with documents /// instances: 1","Questionnaire/hohh_employment_status/hohh_not_getting_pensions_other",TRUE,"'other' response. may need recoding."
"584",NA,"doesn`t receive money for 8 month /// instances: 1","Questionnaire/hohh_employment_status/hohh_not_getting_pensions_other",TRUE,"'other' response. may need recoding."
"585",NA,"doesn`t receive pension for 6 month /// instances: 1","Questionnaire/hohh_employment_status/hohh_not_getting_pensions_other",TRUE,"'other' response. may need recoding."
"586",NA,"doesn`t receive pension for 7 month /// instances: 1","Questionnaire/hohh_employment_status/hohh_not_getting_pensions_other",TRUE,"'other' response. may need recoding."
"587",NA,"got the status only in December  /// instances: 1","Questionnaire/hohh_employment_status/hohh_not_getting_pensions_other",TRUE,"'other' response. may need recoding."
"588",NA,"In the process of charging /// instances: 1","Questionnaire/hohh_employment_status/hohh_not_getting_pensions_other",TRUE,"'other' response. may need recoding."
"589",NA,"Reached retirement age, payment has not yet received. /// instances: 1","Questionnaire/hohh_employment_status/hohh_not_getting_pensions_other",TRUE,"'other' response. may need recoding."
"590",NA,"tomorrow will get /// instances: 1","Questionnaire/hohh_employment_status/hohh_not_getting_pensions_other",TRUE,"'other' response. may need recoding."
"591",NA,"Courses for hairdressers /// instances: 1","Questionnaire/hohh_employment_status/hohh_study_other",TRUE,"'other' response. may need recoding."
"592",NA,"don`t want to /// instances: 1","Questionnaire/hohh_employment_status/sector_edu_not_availab_other",TRUE,"'other' response. may need recoding."
"593",NA,"Financially /// instances: 1","Questionnaire/hohh_employment_status/sector_edu_not_availab_other",TRUE,"'other' response. may need recoding."
"594",NA,"no money /// instances: 10","Questionnaire/hohh_employment_status/sector_edu_not_availab_other",TRUE,"'other' response. may need recoding."
"595",NA,"no need /// instances: 2","Questionnaire/hohh_employment_status/sector_edu_not_availab_other",TRUE,"'other' response. may need recoding."
"596",NA,"Studied in Lugansk, didn`t graduate because of conflict, all the documents left there /// instances: 1","Questionnaire/hohh_employment_status/sector_edu_not_availab_other",TRUE,"'other' response. may need recoding."
"597",NA,"ÂÃÀ /// instances: 2","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"598",NA,"ÂÑÀ /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"599",NA,"Baker /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"600",NA,"Boiler operator /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"601",NA,"Car repair shop at home /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"602",NA,"ecotourism /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"603",NA,"Help at home to other people /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"604",NA,"House of Culture /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"605",NA,"maternity leave /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"606",NA,"Part-time job /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"607",NA,"repair private cars /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"608",NA,"seasonal work at the enterprise  /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"609",NA,"sells homemade butter and milk /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"610",NA,"sells milk /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"611",NA,"village council /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"612",NA,"Watchman in kindergarten /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"613",NA,"worker in village council /// instances: 1","Questionnaire/hohh_employment_status/sector_hohh_employed_other",TRUE,"'other' response. may need recoding."
"614",NA,"can`t get job because of age /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"615",NA,"care for old-aged mom /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"616",NA,"employment center /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"617",NA,"few working places, almost no transport /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"618",NA,"It is almost impossible for a woman of pre-retirement age to find a official employment, the employment center does not offer vacancies. /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"619",NA,"no access to land /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"620",NA,"no documents /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"621",NA,"no job since 2014, because previous job place was in Lugansk /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"622",NA,"pensioner /// instances: 5","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"623",NA,"Reduction at Ukrpochta. /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"624",NA,"seasonal work /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"625",NA,"status of low-income /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"626",NA,"unofficial employment /// instances: 1","Questionnaire/hohh_employment_status/why_hohh_unemployed_other",TRUE,"'other' response. may need recoding."
"627",NA,"3 strokes /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"628",NA,"after stroke /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"629",NA,"Arrhythmia, General disease /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"630",NA,"Asthma /// instances: 2","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"631",NA,"Asthma, diabetes /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"632",NA,"Asthma, high pressure /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"633",NA,"cancer /// instances: 12","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"634",NA,"Cardiovascular disease. Hypertonic /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"635",NA,"Cardiovascular system, hypertension /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"636",NA,"chernobyl victim /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"637",NA,"Chernobyl victim /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"638",NA,"Consequences of severe injury /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"639",NA,"diabetes /// instances: 6","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"640",NA,"Diseases of the cardiovascular system /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"641",NA,"Epilepsy and type 2 of diabetes /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"642",NA,"Fragment head wound /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"643",NA,"Gastrointestinal diseases /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"644",NA,"Gastrointestinal diseases (3 operations in 4 years), cardiovascular /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"645",NA,"general disease /// instances: 3","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"646",NA,"general disease, stroke /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"647",NA,"general disease, thyroid /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"648",NA,"had several operations on the internal organs /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"649",NA,"Hand missing /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"650",NA,"Head injury /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"651",NA,"Hypertension /// instances: 3","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"652",NA,"hypertension, atherosclerosis, neurosis. /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"653",NA,"Hypertension, vascular dystonia /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"654",NA,"internal organs /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"655",NA,"Irradiation in Chernobyl  /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"656",NA,"Kidney transplantation, requires constant hemodialysis /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"657",NA,"Left elbow joint /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"658",NA,"lungs /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"659",NA,"Multiple sclerosis, 2g. /// instances: 3","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
